total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,date_of_birth,age,gender,nation,group,bw,category,dq,old_classes,event_id,event,date,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
2,2,2,BEKTAS Aysu,2089,2007-11-21,16.6,W,TUR,A,45,45 kg Women,0,0,602,European Youth Championships,2024-06-15,62,-64,64,64,73,76,-78,76,140
3,5,3,BREUER Amelie Leni,2569,2007-05-22,17.1,W,GER,A,44.8,45 kg Women,0,0,602,European Youth Championships,2024-06-15,56,59,-62,59,68,-72,75,75,134
4,6,4,SHYLIAIEVA Oleksandra,15443,2008-08-08,15.9,W,UKR,A,45,45 kg Women,0,0,602,European Youth Championships,2024-06-15,51,53,55,55,63,65,67,67,122
5,7,5,BIZEAU Alexine,2336,2007-08-14,16.8,W,FRA,A,43.6,45 kg Women,0,0,602,European Youth Championships,2024-06-15,-52,52,-55,52,59,-62,62,62,114
NA,3,NA,VAZQUEZ LOPEZ Lorena,17307,2007-10-19,16.7,W,ESP,A,44.4,45 kg Women,0,0,602,European Youth Championships,2024-06-15,-61,61,-63,61,-74,-74,-74,NA,NA
NA,4,NA,CERVERA JIMENEZ Maria,3136,2008-05-19,16.1,W,ESP,A,45,45 kg Women,0,0,602,European Youth Championships,2024-06-15,-60,60,-63,60,-73,-73,-73,NA,NA
1,1,1,MORENO SANTIAGO Juan Jose,11362,2007-11-08,16.6,M,ESP,A,48.8,49 kg Men,0,0,602,European Youth Championships,2024-06-15,83,-86,87,87,101,104,106,106,193
2,2,2,CAMBEI Lucian Florin,2885,2008-02-12,16.3,M,ROU,A,48.85,49 kg Men,0,0,602,European Youth Championships,2024-06-15,80,-85,85,85,100,-105,106,106,191
3,3,3,MOTSKIN Aliaksandr,11423,2007-04-17,17.2,M,AIN,A,49,49 kg Men,0,0,602,European Youth Championships,2024-06-15,83,-86,-87,83,95,103,-106,103,186
4,4,4,VARDANYAN Spandar,17245,2007-01-27,17.4,M,ARM,A,48.75,49 kg Men,0,0,602,European Youth Championships,2024-06-15,80,-84,-84,80,99,-107,-107,99,179
5,5,5,TSILIMIGKAKIS Christos,16871,2008-06-10,16,M,GRE,A,48.95,49 kg Men,0,0,602,European Youth Championships,2024-06-15,52,55,58,58,68,71,74,74,132
1,1,3,KOCHETOVA Margot,8633,2008-10-02,15.7,W,FRA,A,48.85,49 kg Women,0,0,602,European Youth Championships,2024-06-15,71,73,75,75,83,86,89,89,164
2,3,1,STRATOUDAKI Maria,16003,2008-06-05,16,W,GRE,A,48.95,49 kg Women,0,0,602,European Youth Championships,2024-06-15,68,-71,71,71,-86,87,91,91,162
3,2,2,KOSTADINOVA Boyana,8789,2008-01-31,16.4,W,BUL,A,49,49 kg Women,0,0,602,European Youth Championships,2024-06-15,68,72,-74,72,84,89,-93,89,161
4,5,4,CAMILLERI LAGANA Kim,2896,2008-04-01,16.2,W,MLT,A,48.45,49 kg Women,0,0,602,European Youth Championships,2024-06-15,60,63,65,65,78,81,83,83,148
5,7,5,SERAFINO Carola,15162,2008-03-13,16.3,W,ITA,A,48.35,49 kg Women,0,0,602,European Youth Championships,2024-06-15,55,58,-61,58,-75,75,81,81,139
6,6,6,CRUIKSHANK Elisha,3812,2007-09-11,16.8,W,GBR,A,49,49 kg Women,0,0,602,European Youth Championships,2024-06-15,59,61,64,64,71,74,-78,74,138
7,8,9,CIGOSOVA Aneta,3610,2007-12-25,16.5,W,CZE,A,48.75,49 kg Women,0,0,602,European Youth Championships,2024-06-15,53,57,-61,57,-69,69,-72,69,126
8,9,8,DOMINGUEZ RODRIGUEZ Raquel,4464,2008-02-03,16.4,W,ESP,A,46.15,49 kg Women,0,0,602,European Youth Championships,2024-06-15,53,-55,-55,53,68,70,-72,70,123
9,11,7,ATANASOVA Ruslana,1540,2008-11-07,15.6,W,BUL,A,48.1,49 kg Women,0,0,602,European Youth Championships,2024-06-15,47,49,51,51,68,71,-74,71,122
10,10,10,VERDE JESUS Valeria,17377,2008-03-29,16.2,W,ESP,A,45.95,49 kg Women,0,0,602,European Youth Championships,2024-06-15,48,51,-55,51,63,66,-68,66,117
11,12,11,HOMOLOVA Anna,6859,2007-01-23,17.4,W,CZE,A,48.7,49 kg Women,0,0,602,European Youth Championships,2024-06-15,48,-52,-52,48,60,-63,63,63,111
NA,4,NA,DEGEZ Florette,4166,2008-10-10,15.7,W,FRA,A,48.4,49 kg Women,0,0,602,European Youth Championships,2024-06-15,62,65,-69,65,NA,NA,NA,NA,NA
1,3,1,YILMAZ Ramazan Efe,18121,2008-09-11,15.8,M,TUR,A,55,55 kg Men,0,0,602,European Youth Championships,2024-06-15,93,96,98,98,121,123,130,130,228
2,1,3,DOROBETE Ion Daniel,4502,2007-11-18,16.6,M,ROU,A,55,55 kg Men,0,0,602,European Youth Championships,2024-06-15,94,98,100,100,115,118,120,120,220
3,6,2,SARGSYAN Volodya,14909,2007-11-09,16.6,M,ARM,A,55,55 kg Men,0,0,602,European Youth Championships,2024-06-15,-95,95,-99,95,117,122,-126,122,217
4,2,4,SECRIERU Danu,15077,2008-02-24,16.3,M,MDA,A,54.75,55 kg Men,0,0,602,European Youth Championships,2024-06-15,93,97,99,99,-117,117,-122,117,216
5,4,5,PAPOLTI Narcis,12791,2007-02-09,17.3,M,ROU,A,55,55 kg Men,0,0,602,European Youth Championships,2024-06-15,96,-99,-100,96,115,-120,-122,115,211
6,7,6,SIMEONOV Nino,15520,2007-04-10,17.2,M,BUL,A,55,55 kg Men,0,0,602,European Youth Championships,2024-06-15,94,-98,-100,94,-111,111,114,114,208
7,5,7,PILATO Ettore Antonio,13198,2007-10-17,16.7,M,ITA,A,55,55 kg Men,0,0,602,European Youth Championships,2024-06-15,90,95,-98,95,111,-115,-116,111,206
8,9,8,KURT Muammer,9019,2008-02-25,16.3,M,TUR,A,54.45,55 kg Men,0,0,602,European Youth Championships,2024-06-15,82,86,89,89,110,-114,-116,110,199
9,8,9,VESELI Andreas,17385,2007-10-16,16.7,M,GRE,A,54.55,55 kg Men,0,0,602,European Youth Championships,2024-06-15,85,90,-95,90,105,-110,-112,105,195
10,10,10,TUSZYNSKI Wiktor,16963,2008-03-06,16.3,M,POL,A,54.65,55 kg Men,0,0,602,European Youth Championships,2024-06-15,-75,75,-80,75,97,102,-106,102,177
11,11,11,BAJCI Lubomir,1774,2007-03-20,17.2,M,SVK,A,53.9,55 kg Men,0,0,602,European Youth Championships,2024-06-15,62,64,-67,64,75,80,83,83,147
12,12,12,MAKIS Vasileios,10161,2008-05-01,16.1,M,GRE,A,54.25,55 kg Men,0,0,602,European Youth Championships,2024-06-15,55,60,-63,60,67,71,73,73,133
1,1,2,GONZALEZ BORREGO Lucia,5916,2007-01-15,17.4,W,ESP,A,49.85,55 kg Women,0,0,602,European Youth Championships,2024-06-15,72,-75,75,75,92,95,-97,95,170
2,4,1,KARATHANASI Paraskevi,7989,2007-08-16,16.8,W,GRE,A,54.4,55 kg Women,0,0,602,European Youth Championships,2024-06-15,-73,73,-75,73,90,94,96,96,169
3,2,3,HONCHAROVA Veronika,6860,2008-01-30,16.4,W,UKR,A,54.9,55 kg Women,0,0,602,European Youth Championships,2024-06-15,73,-75,-76,73,86,90,92,92,165
4,3,4,PELTA Amelie,12972,2008-10-17,15.7,W,GBR,A,54.7,55 kg Women,0,0,602,European Youth Championships,2024-06-15,69,73,-75,73,89,91,-94,91,164
5,6,6,PRATT Eliza,13439,2007-01-31,17.4,W,GBR,A,52.65,55 kg Women,0,0,602,European Youth Championships,2024-06-15,68,71,-73,71,-88,88,-91,88,159
6,9,5,BARADZINAVA Varvara,1861,2007-07-23,16.9,W,AIN,A,53.6,55 kg Women,0,0,602,European Youth Championships,2024-06-15,-65,65,69,69,85,88,-91,88,157
7,8,7,MLYNARCZYK Andzelika,11107,2007-11-02,16.6,W,POL,A,54.95,55 kg Women,0,0,602,European Youth Championships,2024-06-15,-70,70,-74,70,86,-89,-89,86,156
8,7,8,ORDACE Lucretia Gabriela,12448,2007-04-13,17.2,W,ROU,A,54.9,55 kg Women,0,0,602,European Youth Championships,2024-06-15,70,-73,-74,70,80,86,-90,86,156
9,5,9,BELIK Hira Nur,2109,2008-03-05,16.3,W,TUR,A,54.9,55 kg Women,0,0,602,European Youth Championships,2024-06-15,-71,-71,72,72,83,-87,-89,83,155
NA,NA,NA,MANGIARANO Martina Rita,10271,2008-04-21,16.2,W,ITA,A,55,55 kg Women,0,0,602,European Youth Championships,2024-06-15,-72,-73,-75,NA,NA,NA,NA,NA,NA
10,11,10,KASIELSKA Wiktoria,8049,2008-03-18,16.2,W,POL,B,54.8,55 kg Women,0,0,602,European Youth Championships,2024-06-15,65,-68,-68,65,78,81,-83,81,146
11,12,11,GARAMVOLGYI Kasszandra Mira,5561,2008-01-01,16.5,W,HUN,B,54.9,55 kg Women,0,0,602,European Youth Championships,2024-06-15,58,62,65,65,77,80,-83,80,145
12,10,12,PEREZ GIL ORTEGA Julia,13041,2008-05-15,16.1,W,ESP,B,53.9,55 kg Women,0,0,602,European Youth Championships,2024-06-15,63,-66,66,66,76,-79,-80,76,142
13,13,13,CURMI INGUANEZ Kaya,3870,2007-12-06,16.5,W,MLT,B,51.75,55 kg Women,0,0,602,European Youth Championships,2024-06-15,-57,57,-59,57,69,72,-75,72,129
1,2,1,HALYNSKAYA Volha,6358,2007-06-22,17,W,AIN,A,58.7,59 kg Women,0,0,602,European Youth Championships,2024-06-15,77,-79,79,79,97,101,103,103,182
2,1,3,DADERKO Alina,3911,2007-08-07,16.9,W,UKR,A,58,59 kg Women,0,0,602,European Youth Championships,2024-06-15,78,-80,80,80,95,97,-101,97,177
3,4,2,NYGAARD Jacqueline,12207,2007-05-12,17.1,W,GER,A,59,59 kg Women,0,0,602,European Youth Championships,2024-06-15,73,77,-80,77,93,97,100,100,177
4,3,4,SZCZEPANIAK Julia,16211,2008-03-15,16.3,W,POL,A,58.7,59 kg Women,0,0,602,European Youth Championships,2024-06-15,73,76,78,78,88,92,95,95,173
5,8,5,BUTACU Ionela Madalina,2728,2007-01-11,17.4,W,ROU,A,59,59 kg Women,0,0,602,European Youth Championships,2024-06-15,73,-77,-78,73,-93,93,-96,93,166
6,5,8,GALVAO PEREIRA Andrada,5519,2008-08-29,15.8,W,BEL,A,58.9,59 kg Women,0,0,602,European Youth Championships,2024-06-15,72,75,-77,75,90,-94,-94,90,165
7,9,6,RELJAC Chiara,13898,2008-06-13,16,W,CRO,A,58.7,59 kg Women,0,0,602,European Youth Championships,2024-06-15,67,70,73,73,87,-91,92,92,165
8,7,10,HEIDEMANN Gina Katrin,6599,2007-06-07,17,W,GER,A,58.75,59 kg Women,0,0,602,European Youth Championships,2024-06-15,71,-74,74,74,87,-91,-91,87,161
9,12,7,DIMITRIOU Maria Evangelia,4359,2007-10-19,16.7,W,GRE,A,58.45,59 kg Women,0,0,602,European Youth Championships,2024-06-15,70,-74,-75,70,85,90,91,91,161
11,6,14,DAVIS Phoebe,4058,2008-02-13,16.3,W,GBR,A,58.8,59 kg Women,0,0,602,European Youth Championships,2024-06-15,72,-74,75,75,81,-84,-84,81,156
12,14,11,SARGSYAN Natalya,14908,2009-01-13,15.4,W,ARM,A,59,59 kg Women,0,0,602,European Youth Championships,2024-06-15,68,-72,-73,68,87,-90,-90,87,155
14,15,12,MAISTRENKO Sofiia,10130,2007-10-04,16.7,W,UKR,A,59,59 kg Women,0,0,602,European Youth Championships,2024-06-15,-63,63,66,66,80,84,-87,84,150
10,10,9,PETTIT Annabelle,13127,2008-06-14,16,W,GBR,B,58.9,59 kg Women,0,0,602,European Youth Championships,2024-06-15,67,70,-72,70,-87,87,-90,87,157
13,11,13,KANTOROVA Laura,7926,2008-03-09,16.3,W,CZE,B,58.95,59 kg Women,0,0,602,European Youth Championships,2024-06-15,62,66,70,70,78,82,-86,82,152
15,13,16,MURATOV Leyla,11582,2008-04-06,16.2,W,DEN,B,57.65,59 kg Women,0,0,602,European Youth Championships,2024-06-15,-65,65,68,68,75,78,80,80,148
16,16,15,GATT Aaliyah,5651,2008-03-23,16.2,W,MLT,B,58.45,59 kg Women,0,0,602,European Youth Championships,2024-06-15,-58,-58,58,58,-77,77,80,80,138
17,17,17,GEORGANTI Kleio,5687,2007-03-16,17.2,W,GRE,B,58.65,59 kg Women,0,0,602,European Youth Championships,2024-06-15,40,43,45,45,50,55,-60,55,100
1,1,1,HOVHANNISYAN Hovhannes,6925,2007-05-02,17.1,M,ARM,A,61,61 kg Men,0,0,602,European Youth Championships,2024-06-15,102,105,107,107,125,127,NA,127,234
2,2,2,BETCA Dan,2246,2008-02-17,16.3,M,MDA,A,60.9,61 kg Men,0,0,602,European Youth Championships,2024-06-15,100,103,-107,103,-120,121,126,126,229
3,3,4,TOMASZEWSKI Maciej,16696,2007-01-02,17.5,M,POL,A,60.65,61 kg Men,0,0,602,European Youth Championships,2024-06-15,95,99,-103,99,117,-121,121,121,220
4,6,3,KOLCAK Abdullah Efe,8675,2007-03-04,17.3,M,TUR,A,60.9,61 kg Men,0,0,602,European Youth Championships,2024-06-15,95,-100,-100,95,120,122,-126,122,217
5,4,6,DONCHEV Dimitar,4474,2007-10-12,16.7,M,BUL,A,60.95,61 kg Men,0,0,602,European Youth Championships,2024-06-15,94,98,-100,98,-112,112,116,116,214
6,7,5,PIRVU Matei Razvan,13248,2008-06-05,16,M,ROU,A,60.65,61 kg Men,0,0,602,European Youth Championships,2024-06-15,-93,-93,93,93,113,116,-121,116,209
7,9,7,KASRADZE Beka,8054,2007-09-06,16.8,M,GEO,A,59.65,61 kg Men,0,0,602,European Youth Championships,2024-06-15,87,92,-96,92,111,-115,115,115,207
8,5,10,MAGGIO Aaron,10075,2007-10-03,16.7,M,FRA,A,61,61 kg Men,0,0,602,European Youth Championships,2024-06-15,91,-95,97,97,-101,101,107,107,204
9,8,8,ASIJAVICIUS Rasvydas,1506,2008-08-15,15.8,M,LTU,A,59.7,61 kg Men,0,0,602,European Youth Championships,2024-06-15,92,-94,-94,92,-112,112,-117,112,204
10,11,9,BRENNAN Ben,2567,2008-04-14,16.2,M,IRL,A,58.85,61 kg Men,0,0,602,European Youth Championships,2024-06-15,81,84,87,87,102,106,110,110,197
11,10,11,DUDEK Michal,4570,2008-09-15,15.7,M,POL,A,59.5,61 kg Men,0,0,602,European Youth Championships,2024-06-15,82,86,88,88,100,105,-110,105,193
1,2,1,AKAR Yezda,433,2007-02-10,17.3,W,TUR,A,64,64 kg Women,0,0,602,European Youth Championships,2024-06-15,79,83,84,84,102,105,107,107,191
2,1,4,CARJA Enkileda,2981,2008-01-23,16.4,W,ALB,A,63.6,64 kg Women,0,0,602,European Youth Championships,2024-06-15,83,86,-88,86,102,104,-106,104,190
3,3,2,MISAKYAN Meri,11062,2007-04-19,17.2,W,ARM,A,63.6,64 kg Women,0,0,602,European Youth Championships,2024-06-15,80,-84,84,84,101,-104,106,106,190
4,5,5,CHOINSKA Julia,3504,2007-11-01,16.6,W,POL,A,64,64 kg Women,0,0,602,European Youth Championships,2024-06-15,82,-85,-85,82,98,102,-104,102,184
5,6,7,CHMUKH Oleksandra,3475,2008-05-20,16.1,W,UKR,A,63.9,64 kg Women,0,0,602,European Youth Championships,2024-06-15,78,81,-84,81,94,98,-100,98,179
6,7,6,KOSKELA Freya,8779,2008-09-20,15.7,W,SWE,A,63.35,64 kg Women,0,0,602,European Youth Championships,2024-06-15,73,77,80,80,94,98,-102,98,178
8,9,8,MAKULSKA Dominika,10167,2007-04-07,17.2,W,POL,A,64,64 kg Women,0,0,602,European Youth Championships,2024-06-15,75,-79,-79,75,-95,95,-99,95,170
NA,10,NA,RAUTIO Kaisa,13835,2007-04-15,17.2,W,FIN,A,64,64 kg Women,0,0,602,European Youth Championships,2024-06-15,75,-78,-79,75,-96,-96,-97,NA,NA
NA,NA,3,KOZ Tugba Nur,8831,2007-02-07,17.4,W,TUR,A,64,64 kg Women,0,0,602,European Youth Championships,2024-06-15,-85,-85,-85,NA,100,104,-106,104,NA
7,4,10,D INNOCENZO Ludovica,3882,2008-04-03,16.2,W,ITA,B,64,64 kg Women,0,0,602,European Youth Championships,2024-06-15,77,80,83,83,85,90,-93,90,173
9,11,9,CABRERA ESTEVEZ Claudia,2781,2007-08-24,16.8,W,ESP,B,63.55,64 kg Women,0,0,602,European Youth Championships,2024-06-15,70,-73,73,73,-92,92,-99,92,165
10,13,11,ZAVACKA Rachel,18333,2008-08-11,15.8,W,SVK,B,63.1,64 kg Women,0,0,602,European Youth Championships,2024-06-15,69,-72,-72,69,87,-91,-91,87,156
11,12,12,"NASKALI Ilona",11813,2007-04-24,17.1,W,FIN,B,62.65,64 kg Women,0,0,602,European Youth Championships,2024-06-15,67,70,-72,70,80,-84,85,85,155
12,14,13,CHATZIATHANASIOU Christina,3241,2008-10-14,15.7,W,GRE,B,62.1,64 kg Women,0,0,602,European Youth Championships,2024-06-15,58,-62,63,63,67,71,-75,71,134
NA,8,NA,CALMUS Thais,2865,2007-08-08,16.9,W,FRA,B,63.95,64 kg Women,0,0,602,European Youth Championships,2024-06-15,75,78,-81,78,-85,-85,-85,NA,NA
1,1,1,BALDJI Alexandr,1819,2007-03-26,17.2,M,MDA,A,66.9,67 kg Men,0,0,602,European Youth Championships,2024-06-15,118,122,124,124,147,151,-154,151,275
2,3,3,MILDIANI Revaz,10969,2007-08-29,16.8,M,GEO,A,66.8,67 kg Men,0,0,602,European Youth Championships,2024-06-15,115,119,121,121,-142,142,146,146,267
3,5,4,GRIGORYAN Narek,6083,2007-09-12,16.8,M,ARM,A,66.75,67 kg Men,0,0,602,European Youth Championships,2024-06-15,115,119,-121,119,145,-149,-149,145,264
4,2,6,VALLEJO SIRES Aaron,17207,2007-12-02,16.5,M,ESP,A,64.95,67 kg Men,0,0,602,European Youth Championships,2024-06-15,116,120,122,122,-135,135,140,140,262
5,6,5,KOVALCHUK Ostap,8821,2007-08-03,16.9,M,UKR,A,67,67 kg Men,0,0,602,European Youth Championships,2024-06-15,115,-118,118,118,138,141,-145,141,259
6,7,2,NEPARIDZE Leri,11912,2007-08-07,16.9,M,GEO,A,66.85,67 kg Men,0,0,602,European Youth Championships,2024-06-15,109,-114,-114,109,143,147,150,150,259
7,9,8,FALCIOLA Andrea,5039,2007-06-27,17,M,ITA,A,67,67 kg Men,0,0,602,European Youth Championships,2024-06-15,105,108,-110,108,-125,127,130,130,238
8,8,9,ERGUN Berat,4894,2008-02-22,16.3,M,TUR,A,65.75,67 kg Men,0,0,602,European Youth Championships,2024-06-15,105,109,-113,109,125,128,-131,128,237
9,11,7,BUNASZ Gabor,2677,2007-08-07,16.9,M,HUN,A,66.7,67 kg Men,0,0,602,European Youth Championships,2024-06-15,101,106,-110,106,-125,125,130,130,236
NA,4,NA,ALIYEV Turan,837,2007-06-04,17,M,AZE,A,67,67 kg Men,0,0,602,European Youth Championships,2024-06-15,112,116,120,120,-138,-138,-141,NA,NA
10,10,11,IAFRATE Adam,7133,2007-12-07,16.5,M,FRA,B,67,67 kg Men,0,0,602,European Youth Championships,2024-06-15,103,107,-110,107,119,-124,-125,119,226
11,12,12,MARTIN Gabriel,10442,2007-01-01,17.5,M,FRA,B,66,67 kg Men,0,0,602,European Youth Championships,2024-06-15,-96,96,-101,96,-119,-119,119,119,215
12,13,13,ERDEG Ivan,4877,2008-03-07,16.3,M,SRB,B,65.55,67 kg Men,0,0,602,European Youth Championships,2024-06-15,92,-96,-97,92,110,-115,115,115,207
13,14,14,TRIFYLLIS Vasileios,16819,2007-06-01,17,M,GRE,B,64.8,67 kg Men,0,0,602,European Youth Championships,2024-06-15,87,92,-96,92,105,111,-115,111,203
14,15,15,SPALOV Artur,15848,2008-08-02,15.9,M,EST,B,66.95,67 kg Men,0,0,602,European Youth Championships,2024-06-15,83,-88,-88,83,93,-98,-98,93,176
NA,NA,10,STACHOWIAK Mikolaj,15894,2007-03-29,17.2,M,POL,B,66.1,67 kg Men,0,0,602,European Youth Championships,2024-06-15,-102,-102,-102,NA,118,123,127,127,NA
1,2,1,IVANOVA Maryia,7359,2008-08-28,15.8,W,AIN,A,70.7,71 kg Women,0,0,602,European Youth Championships,2024-06-15,85,-88,89,89,106,109,112,112,201
2,1,2,SANTANA CANSINO Athenea,14846,2007-08-30,16.8,W,ESP,A,68.55,71 kg Women,0,0,602,European Youth Championships,2024-06-15,84,87,89,89,104,107,110,110,199
3,3,3,BURDA Iga,2689,2008-10-12,15.7,W,POL,A,71,71 kg Women,0,0,602,European Youth Championships,2024-06-15,-85,85,88,88,105,109,-112,109,197
4,4,4,ROSHER Madeline,14353,2007-01-18,17.4,W,GBR,A,69.75,71 kg Women,0,0,602,European Youth Championships,2024-06-15,83,-86,-86,83,102,-104,106,106,189
